agent_id,svi,original_mode,final_mode,status,evacuation_time_minutes,total_distance_m,start_lat,start_lon,end_lat,end_lon,fail_reason,started_at,arrived_at,used_public_transport,segments_completed,total_segments,start_in_evacuation_area,end_in_evacuation_area,total_wait_time_minutes,total_transit_time_minutes,total_walking_time_minutes,stations_visited,routes_taken,target_destination_name,target_destination_type,target_destination_lat,target_destination_lon,target_destination_distance_m,destination_category,is_home_destination
42_0358,0.33357470071113443,TRAIN,WALKING,EVACUATING,180.0,8224.603717515987,48.835896,2.3844555,48.8143877,2.4638621,,2025-09-01T08:00:00,2025-09-01T11:00:00,false,0,0,true,true,0.0,0.0,0.0,[],[],Église Saint-Germain-d'Auxerre,place_of_worship,48.5840901,2.8963486,46826.863982408446,Religious,false
42_0358,0.33357470071113443,TRAIN,WALKING,EVACUATING,180.0,8224.603717515987,48.835896,2.3844555,48.8143877,2.4638621,,2025-09-01T08:00:00,2025-09-01T11:00:00,false,0,0,true,true,0.0,0.0,0.0,[],[],Église Saint-Germain-d'Auxerre,place_of_worship,48.5840901,2.8963486,46826.863982408446,Religious,false
42_0363,0.6993317016757604,TRAIN,WALKING,FAILED,1.0,0.0,48.782632,2.4096859,48.782632,2.4096859,Could not find any safe destination,2025-09-01T08:00:00,2025-09-01T08:01:00,false,0,0,true,true,0.0,0.0,0.0,[],[],,Unknown,,,0.0,Unknown,false
42_0363,0.6993317016757604,TRAIN,WALKING,FAILED,1.0,0.0,48.782632,2.4096859,48.782632,2.4096859,Could not find any safe destination,2025-09-01T08:00:00,2025-09-01T08:01:00,false,0,0,true,true,0.0,0.0,0.0,[],[],,Unknown,,,0.0,Unknown,false
42_0475,0.624832218542908,TRAIN,WALKING,EVACUATING,180.0,10336.082058319736,48.7915916,2.2772866,48.71039339336796,2.297602876089232,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Salle des Fêtes,community_centre,48.4242508,2.1634458,41656.43635231327,Community,false
42_0475,0.624832218542908,TRAIN,WALKING,EVACUATING,180.0,10336.082058319736,48.7915916,2.2772866,48.71039339336796,2.297602876089232,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Salle des Fêtes,community_centre,48.4242508,2.1634458,41656.43635231327,Community,false
42_0521,0.36282271659936166,TRAIN,WALKING,EVACUATING,180.0,10737.585951481255,48.8462146,2.4285243,48.86562648680787,2.5652151370141048,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Église Saint-Claude,place_of_worship,48.8994947,3.0405812,45163.469880058525,Religious,false
42_0521,0.36282271659936166,TRAIN,WALKING,EVACUATING,180.0,10737.585951481255,48.8462146,2.4285243,48.86562648680787,2.5652151370141048,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Église Saint-Claude,place_of_worship,48.8994947,3.0405812,45163.469880058525,Religious,false
42_0528,0.44267073130587337,TRAIN,WALKING,EVACUATING,180.0,11069.169508427054,48.9114055,2.4897214,48.94031885278359,2.6220933315703356,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Notre Dame des Lys,school,48.9519554,3.0189843,38870.818202225324,Educational,false
42_0528,0.44267073130587337,TRAIN,WALKING,EVACUATING,180.0,11069.169508427054,48.9114055,2.4897214,48.94031885278359,2.6220933315703356,,2025-09-01T08:00:00,2025-09-01T11:00:00,true,0,1,true,true,0.0,0.0,0.0,[],[],Notre Dame des Lys,school,48.9519554,3.0189843,38870.818202225324,Educational,false
